frames,x1,y1,w,h
170,106.5,280.5,170,59
171,105.5,280.5,172,58
172,105.5,277.5,172,61
173,105.5,278.5,172,61
174,105.5,276.5,174,63
175,104.5,276.5,176,64
176,104.5,275.5,176,65
177,103.5,275.5,177,66
178,103.5,273.5,178,68
179,102.5,272.5,178,70
180,102.5,270.5,179,73
181,102.5,271.5,179,73
182,101.5,271.5,181,73
183,101.5,270.5,180,75
184,101.5,269.5,181,77
185,100.5,268.5,182,79
186,100.5,267.5,182,80
187,100.5,265.5,182,83
188,102.5,264.5,178,85
189,104.5,263.5,175,86
190,105.5,262.5,171,88
191,107.5,262.5,167,89
192,109.5,261.5,161,91
193,109.5,260.5,160,92
194,111.5,260.5,150,93
195,112.5,260.5,150,93
196,114.5,259.5,145,94
197,116.5,258.5,142,95
198,119.5,259.5,137,94
199,120.5,262.5,134,91
200,122.5,261.5,130,92
201,122.5,262.5,131,91
202,122.5,262.5,132,91
203,122.5,261.5,134,91
204,122.5,262.5,135,90
205,122.5,262.5,137,90
206,122.5,263.5,139,88
207,123.5,263.5,140,88
208,123.5,265.5,142,86
209,123.5,267.5,143,83
210,124.5,269.5,144,81
211,124.5,269.5,146,81
212,125.5,271.5,147,78
213,125.5,274.5,149,75
