frames,x1,y1,w,h
643,1298.5,384.5,313,298
644,1298.5,405.5,270,278
645,1298.5,405.5,269,278
646,1298.5,393.5,312,290
647,1292.5,407.5,272,278
648,1292.5,407.5,273,278
649,1303.5,407.5,260,279
650,1292.5,388.5,316,298
651,1293.5,387.5,315,301
652,1295.5,409.5,272,278
653,1293.5,409.5,272,278
654,1295.5,401.5,313,287
655,1296.5,395.5,312,293
656,1297.5,410.5,267,279
657,1309.5,411.5,250,278
658,1295.5,396.5,311,294
659,1297.5,397.5,310,293
660,1295.5,397.5,311,295
661,1296.5,413.5,263,279
662,1295.5,398.5,311,294
