frames,x1,y1,w,h
205,594.5,65.5,406,462
206,595.5,65.5,405,468
207,594.5,66.5,407,467
208,594.5,65.5,408,471
209,594.5,70.5,406,465
210,591.5,75.5,439,464
211,589.5,74.5,423,465
212,587.5,74.5,429,470
213,586.5,73.5,430,474
214,585.5,72.5,438,475
215,586.5,71.5,442,489
216,586.5,71.5,444,493
217,590.5,70.5,514,500
218,596.5,69.5,514,508
219,603.5,69.5,456,522
220,617.5,66.5,416,529
221,623.5,65.5,403,534
222,628.5,64.5,401,532
223,630.5,63.5,407,534
224,633.5,61.5,404,534
225,636.5,60.5,407,531
226,634.5,60.5,412,529
227,633.5,58.5,410,528
228,631.5,57.5,414,527
229,628.5,58.5,423,515
230,619.5,54.5,437,522
231,613.5,52.5,450,505
232,601.5,50.5,460,502
233,597.5,50.5,470,483
234,589.5,48.5,465,476
235,583.5,46.5,479,472
236,584.5,44.5,457,476
237,587.5,42.5,453,485
238,589.5,42.5,420,483
239,587.5,40.5,443,483
240,582.5,39.5,452,482
241,567.5,41.5,428,475
242,551.5,42.5,441,472
243,549.5,40.5,452,466
244,550.5,42.5,452,480
245,546.5,43.5,460,470
246,544.5,45.5,467,435
247,541.5,46.5,478,430
248,541.5,50.5,475,463
249,543.5,50.5,479,462
250,543.5,58.5,489,444
251,539.5,62.5,500,470
252,540.5,64.5,506,485
253,542.5,65.5,510,476
254,544.5,67.5,513,434
255,540.5,69.5,521,475
256,552.5,73.5,514,457
257,557.5,74.5,512,461
258,566.5,73.5,512,456
259,576.5,75.5,506,445
260,583.5,75.5,504,450
261,605.5,74.5,499,454
262,614.5,73.5,487,455
263,621.5,72.5,478,460
264,628.5,72.5,487,473
265,633.5,72.5,484,467
266,642.5,72.5,475,508
267,644.5,72.5,476,469
268,643.5,73.5,488,489
269,638.5,72.5,498,453
270,629.5,74.5,528,489
271,619.5,76.5,528,449
272,618.5,76.5,527,431
273,619.5,77.5,537,445
274,621.5,77.5,538,444
275,622.5,77.5,545,444
276,625.5,77.5,452,484
277,625.5,76.5,452,489
278,621.5,74.5,459,493
279,618.5,69.5,465,468
280,616.5,67.5,469,581
281,613.5,66.5,476,460
282,610.5,66.5,481,484
283,605.5,64.5,489,479
284,600.5,63.5,396,496
285,594.5,62.5,403,466
286,578.5,61.5,413,481
287,571.5,61.5,422,504
288,562.5,61.5,431,550
289,553.5,62.5,428,464
290,544.5,69.5,434,459
291,523.5,76.5,458,458
292,511.5,76.5,470,459
293,499.5,76.5,484,521
294,474.5,76.5,507,518
295,473.5,79.5,504,515
296,451.5,79.5,528,461
297,439.5,78.5,536,479
298,425.5,74.5,549,484
299,417.5,74.5,553,455
300,409.5,66.5,559,463
301,384.5,69.5,581,515
302,373.5,70.5,586,490
303,362.5,70.5,593,488
304,352.5,73.5,596,494
305,342.5,72.5,602,500
306,322.5,72.5,616,516
307,311.5,72.5,625,523
308,299.5,71.5,634,527
309,288.5,71.5,643,528
310,275.5,71.5,652,464
311,251.5,72.5,653,507
312,240.5,72.5,659,507
313,227.5,72.5,663,524
314,212.5,76.5,672,531
315,196.5,80.5,687,526
316,163.5,84.5,719,474
317,147.5,82.5,735,508
318,131.5,82.5,661,521
319,118.5,82.5,674,453
320,106.5,83.5,669,439
321,83.5,77.5,653,477
322,71.5,76.5,628,483
323,59.5,74.5,639,482
324,43.5,73.5,654,480
325,35.5,75.5,660,486
326,6.5,80.5,678,476
327,0.5,82.5,676,473
328,0.5,85.5,657,470
329,0.5,87.5,640,554
330,0.5,87.5,616,470
331,0.5,92.5,587,490
332,0.5,92.5,575,503
333,0.5,92.5,565,501
334,0.5,92.5,562,501
335,0.5,93.5,559,496
336,0.5,87.5,549,474
337,0.5,87.5,541,488
338,0.5,85.5,538,489
339,0.5,83.5,529,497
340,0.5,79.5,523,500
341,0.5,80.5,513,495
342,0.5,80.5,508,507
343,0.5,84.5,501,503
344,0.5,92.5,491,506
345,0.5,92.5,474,576
346,0.5,94.5,455,507
347,0.5,92.5,434,581
348,0.5,92.5,413,539
349,0.5,90.5,368,511
350,0.5,86.5,357,514
351,0.5,92.5,292,464
352,0.5,95.5,263,446
353,0.5,97.5,246,477
354,0.5,98.5,227,542
355,0.5,108.5,212,546
356,0.5,118.5,189,507
357,0.5,127.5,185,489
358,0.5,136.5,179,502
359,0.5,144.5,171,463
360,0.5,156.5,162,456
361,0.5,173.5,131,452
362,0.5,183.5,118,441
363,0.5,185.5,102,437
364,0.5,191.5,93,429
365,0.5,200.5,78,418
366,0.5,217.5,56,382
