frames,x1,y1,w,h
124,361.5,204.5,551,256
125,359.5,205.5,551,255
126,357.5,205.5,550,255
127,354.5,205.5,550,255
128,352.5,205.5,549,255
129,350.5,205.5,549,255
130,348.5,205.5,549,255
131,346.5,205.5,549,255
132,344.5,206.5,549,254
133,342.5,206.5,549,254
134,340.5,206.5,548,254
135,339.5,207.5,547,253
136,337.5,207.5,548,253
137,335.5,207.5,548,253
138,334.5,207.5,547,253
139,333.5,207.5,546,253
140,332.5,206.5,545,254
141,330.5,206.5,545,254
142,328.5,206.5,545,254
143,327.5,206.5,544,254
144,325.5,207.5,545,253
145,324.5,207.5,544,253
146,323.5,207.5,543,253
147,322.5,207.5,543,253
148,320.5,207.5,543,253
149,319.5,206.5,542,254
150,317.5,207.5,541,253
151,315.5,207.5,541,253
152,314.5,207.5,541,253
153,313.5,208.5,540,252
154,312.5,208.5,539,252
155,311.5,209.5,539,251
156,310.5,209.5,538,251
157,309.5,209.5,537,251
158,308.5,209.5,536,251
159,307.5,209.5,536,251
160,306.5,209.5,535,251
161,305.5,209.5,535,251
162,304.5,209.5,534,251
163,303.5,210.5,533,250
164,301.5,211.5,533,249
165,300.5,211.5,532,249
166,299.5,211.5,532,249
167,298.5,212.5,532,248
168,297.5,212.5,531,248
169,296.5,212.5,531,248
170,295.5,212.5,530,248
171,294.5,212.5,529,248
172,293.5,213.5,529,247
173,292.5,213.5,528,247
174,291.5,214.5,528,246
175,289.5,214.5,528,246
176,288.5,215.5,527,245
177,286.5,216.5,527,244
178,285.5,216.5,526,244
179,283.5,217.5,527,243
180,282.5,217.5,526,243
181,281.5,218.5,526,242
182,280.5,219.5,525,241
183,279.5,218.5,525,242
184,278.5,218.5,525,242
185,276.5,218.5,525,242
186,275.5,218.5,524,242
187,273.5,218.5,525,242
188,272.5,218.5,524,242
189,269.5,218.5,525,242
190,268.5,218.5,524,242
191,267.5,218.5,524,242
192,265.5,218.5,524,242
193,264.5,218.5,524,242
194,262.5,219.5,524,241
195,261.5,219.5,523,241
196,259.5,219.5,524,241
197,258.5,219.5,523,241
198,257.5,219.5,523,241
199,257.5,219.5,522,241
200,255.5,220.5,522,240
201,253.5,220.5,522,240
202,252.5,220.5,521,240
203,251.5,219.5,521,241
204,249.5,219.5,522,241
205,248.5,218.5,521,242
206,247.5,218.5,520,242
207,245.5,218.5,520,242
208,244.5,218.5,520,242
209,243.5,218.5,519,242
210,242.5,219.5,519,241
211,241.5,220.5,518,240
212,239.5,220.5,519,240
213,238.5,221.5,519,239
214,237.5,221.5,518,239
215,236.5,221.5,517,239
216,234.5,222.5,518,238
217,233.5,222.5,517,238
218,232.5,222.5,517,238
219,230.5,223.5,516,237
220,229.5,223.5,516,237
221,228.5,224.5,515,236
222,227.5,224.5,515,236
223,225.5,224.5,515,236
224,224.5,224.5,514,236
225,223.5,225.5,514,235
226,221.5,224.5,514,236
227,220.5,223.5,513,237
228,218.5,223.5,514,237
229,217.5,223.5,513,237
230,215.5,223.5,513,237
231,214.5,223.5,513,237
232,213.5,222.5,512,238
233,210.5,221.5,513,239
234,209.5,220.5,512,240
235,207.5,219.5,512,241
236,206.5,219.5,512,241
237,204.5,218.5,512,242
238,203.5,219.5,512,241
239,201.5,218.5,512,242
240,200.5,218.5,512,242
241,198.5,218.5,512,242
242,197.5,218.5,511,242
243,195.5,218.5,512,242
244,194.5,217.5,511,243
245,192.5,217.5,512,243
246,191.5,217.5,511,243
247,190.5,216.5,511,244
248,188.5,216.5,511,244
249,187.5,215.5,510,245
250,185.5,215.5,511,245
251,184.5,215.5,510,245
252,183.5,215.5,510,245
253,182.5,216.5,509,244
254,180.5,216.5,510,244
255,179.5,218.5,510,242
256,178.5,218.5,509,242
257,176.5,218.5,510,242
258,175.5,218.5,509,242
259,173.5,218.5,509,242
260,172.5,218.5,509,242
261,170.5,217.5,509,243
262,169.5,217.5,508,243
263,168.5,217.5,508,243
264,166.5,218.5,508,242
265,164.5,219.5,508,241
266,163.5,219.5,509,241
267,162.5,219.5,508,241
268,160.5,219.5,509,241
269,159.5,220.5,508,240
270,157.5,220.5,508,240
271,155.5,220.5,508,240
272,154.5,221.5,508,239
273,152.5,221.5,509,239
274,151.5,222.5,508,238
275,149.5,221.5,509,239
276,149.5,222.5,507,238
277,148.5,222.5,507,238
278,147.5,221.5,507,239
279,145.5,222.5,507,238
280,144.5,223.5,507,237
281,143.5,225.5,506,235
282,142.5,225.5,506,235
283,140.5,224.5,507,236
284,139.5,225.5,506,235
285,137.5,225.5,506,235
286,135.5,225.5,506,235
287,135.5,225.5,505,235
288,133.5,226.5,506,234
289,132.5,226.5,506,234
290,131.5,226.5,505,234
291,129.5,226.5,505,234
292,127.5,226.5,506,234
293,126.5,227.5,505,233
294,125.5,227.5,505,233
295,124.5,228.5,505,232
296,123.5,228.5,505,232
297,122.5,229.5,505,231
298,120.5,230.5,505,230
299,119.5,231.5,505,229
300,117.5,231.5,505,229
301,116.5,232.5,504,228
302,115.5,233.5,503,227
303,113.5,232.5,504,228
304,112.5,232.5,504,228
305,111.5,232.5,503,228
306,110.5,233.5,503,227
307,109.5,233.5,503,227
308,109.5,234.5,502,226
309,108.5,234.5,502,226
310,106.5,234.5,502,226
311,105.5,234.5,501,226
312,103.5,234.5,502,226
313,102.5,234.5,502,226
314,102.5,234.5,501,226
315,101.5,234.5,500,226
316,99.5,234.5,500,226
317,98.5,234.5,500,226
318,96.5,234.5,500,226
319,95.5,233.5,500,227
320,94.5,232.5,499,228
321,92.5,232.5,500,228
322,91.5,232.5,499,228
323,90.5,232.5,499,228
324,89.5,232.5,499,228
325,87.5,232.5,499,228
326,87.5,232.5,499,228
327,86.5,233.5,499,227
328,84.5,234.5,499,226
329,83.5,234.5,498,226
330,82.5,235.5,498,225
331,81.5,234.5,498,226
332,80.5,234.5,498,226
333,79.5,234.5,497,226
334,77.5,234.5,498,226
335,76.5,234.5,498,226
336,74.5,233.5,498,227
337,73.5,233.5,498,227
338,71.5,233.5,498,227
339,70.5,233.5,498,227
340,68.5,234.5,499,226
341,67.5,233.5,498,227
342,66.5,233.5,498,227
343,65.5,233.5,498,227
344,64.5,233.5,498,227
345,62.5,233.5,498,227
346,61.5,233.5,498,227
347,60.5,232.5,498,228
348,60.5,232.5,498,228
349,59.5,232.5,497,228
350,57.5,233.5,498,227
351,56.5,233.5,498,227
352,55.5,232.5,498,228
353,54.5,232.5,498,228
354,53.5,232.5,497,228
355,52.5,232.5,498,228
356,51.5,232.5,498,228
357,49.5,231.5,498,229
358,47.5,232.5,499,228
359,47.5,231.5,498,229
360,46.5,231.5,498,229
361,45.5,230.5,498,230
362,44.5,230.5,498,230
363,44.5,229.5,497,231
364,43.5,230.5,497,230
365,41.5,229.5,497,231
366,40.5,229.5,497,231
367,39.5,229.5,497,231
368,38.5,229.5,497,231
369,37.5,229.5,497,231
370,36.5,229.5,497,231
371,35.5,229.5,496,231
372,34.5,229.5,496,231
373,33.5,228.5,497,232
374,32.5,228.5,497,232
375,31.5,228.5,497,232
376,30.5,227.5,496,233
377,29.5,227.5,496,233
378,28.5,227.5,496,233
379,28.5,227.5,495,233
380,27.5,226.5,495,234
381,26.5,227.5,495,233
382,24.5,226.5,496,234
383,23.5,225.5,495,235
384,22.5,225.5,495,235
385,22.5,225.5,494,235
386,21.5,225.5,494,235
387,21.5,224.5,493,236
388,20.5,223.5,494,237
389,20.5,221.5,493,239
390,19.5,223.5,493,237
391,18.5,222.5,494,238
392,18.5,224.5,493,236
