frames,x1,y1,w,h
262,238.5,183.5,209,145
263,238.5,183.5,209,145
264,238.5,184.5,208,144
265,238.5,183.5,209,145
266,237.5,184.5,211,144
267,237.5,184.5,211,144
268,237.5,185.5,210,143
269,238.5,187.5,214,141
270,237.5,197.5,221,131
271,234.5,197.5,225,131
272,225.5,197.5,237,131
273,219.5,191.5,246,137
274,218.5,190.5,250,138
275,217.5,193.5,253,139
276,217.5,194.5,260,138
277,217.5,195.5,262,137
278,217.5,196.5,263,136
279,217.5,197.5,268,135
280,219.5,198.5,310,134
281,219.5,199.5,310,133
282,219.5,198.5,310,134
283,218.5,198.5,311,134
284,219.5,197.5,310,135
285,218.5,197.5,311,135
286,216.5,199.5,313,133
287,215.5,199.5,314,133
288,214.5,197.5,315,135
289,213.5,195.5,316,137
290,213.5,196.5,275,136
291,212.5,196.5,271,136
292,212.5,196.5,280,136
293,211.5,196.5,279,136
294,210.5,196.5,279,136
295,210.5,197.5,279,135
296,210.5,196.5,280,136
297,210.5,196.5,280,136
298,210.5,196.5,280,136
299,211.5,195.5,279,137
300,210.5,195.5,281,137
301,211.5,195.5,280,137
302,212.5,195.5,278,137
303,215.5,194.5,266,138
304,216.5,193.5,267,139
305,212.5,195.5,277,137
306,211.5,195.5,273,137
307,210.5,195.5,271,137
308,212.5,195.5,266,133
309,213.5,196.5,265,132
310,212.5,196.5,266,132
311,212.5,196.5,266,135
312,212.5,196.5,266,135
313,211.5,196.5,268,135
314,211.5,196.5,268,135
315,210.5,195.5,264,136
316,211.5,195.5,277,133
317,211.5,195.5,263,133
318,218.5,194.5,266,134
319,215.5,195.5,267,133
320,212.5,195.5,270,133
321,211.5,195.5,271,133
322,211.5,195.5,271,133
323,210.5,195.5,272,133
324,210.5,195.5,272,133
325,210.5,195.5,272,133
326,210.5,195.5,272,133
327,210.5,195.5,272,133
328,210.5,195.5,272,133
329,210.5,195.5,271,133
330,211.5,195.5,265,133
331,211.5,195.5,252,133
332,212.5,195.5,251,133
333,214.5,195.5,248,133
334,214.5,195.5,249,133
335,214.5,195.5,249,133
336,214.5,195.5,249,133
337,214.5,195.5,249,133
338,215.5,194.5,248,134
339,215.5,194.5,247,134
340,215.5,194.5,247,134
341,215.5,194.5,248,134
342,215.5,194.5,248,134
343,215.5,194.5,247,134
344,215.5,194.5,247,134
345,215.5,194.5,252,134
346,215.5,194.5,247,134
347,215.5,194.5,248,134
348,217.5,195.5,243,133
349,219.5,195.5,235,133
350,218.5,195.5,225,133
351,224.5,193.5,216,135
352,234.5,192.5,203,136
353,240.5,191.5,195,137
354,241.5,191.5,194,137
355,239.5,191.5,196,137
356,237.5,191.5,198,137
357,237.5,191.5,198,137
358,236.5,191.5,199,137
359,236.5,191.5,199,137
360,236.5,191.5,199,137
361,236.5,191.5,199,137
362,235.5,191.5,200,137
363,234.5,191.5,201,137
364,234.5,191.5,201,137
365,235.5,190.5,200,138
366,235.5,190.5,200,138
367,235.5,190.5,200,138
368,236.5,190.5,199,138
369,235.5,190.5,200,138
370,234.5,190.5,201,138
371,235.5,190.5,200,138
372,234.5,190.5,201,138
373,234.5,189.5,210,139
374,236.5,188.5,213,140
375,236.5,184.5,222,144
376,233.5,176.5,230,152
377,232.5,173.5,231,155
378,227.5,169.5,239,159
379,224.5,166.5,244,162
380,222.5,166.5,247,162
381,222.5,166.5,247,162
382,221.5,166.5,248,162
383,222.5,166.5,247,162
384,222.5,166.5,247,162
385,221.5,166.5,248,162
386,221.5,166.5,248,162
387,221.5,166.5,248,162
388,221.5,166.5,248,162
389,221.5,166.5,248,162
390,221.5,166.5,248,162
391,221.5,166.5,247,162
392,221.5,166.5,247,162
393,221.5,165.5,247,163
394,221.5,165.5,247,163
395,220.5,165.5,248,163
396,220.5,165.5,248,163
397,220.5,165.5,248,163
398,220.5,165.5,248,163
399,220.5,165.5,248,163
400,220.5,165.5,248,163
401,221.5,166.5,247,162
402,222.5,171.5,237,157
403,227.5,179.5,207,149
404,234.5,182.5,194,146
405,257.5,187.5,166,142
406,279.5,183.5,140,146
407,286.5,175.5,131,154
408,292.5,179.5,122,150
409,293.5,185.5,121,144
410,291.5,188.5,123,141
411,291.5,189.5,123,140
412,289.5,189.5,125,140
413,289.5,189.5,125,140
414,289.5,189.5,125,140
415,290.5,190.5,124,139
416,290.5,190.5,124,139
417,290.5,190.5,124,139
418,290.5,190.5,124,139
419,290.5,191.5,124,138
420,292.5,189.5,122,140
421,293.5,187.5,121,142
422,293.5,185.5,121,144
423,294.5,176.5,120,153
424,296.5,173.5,118,150
425,300.5,172.5,114,151
426,302.5,172.5,112,151
427,303.5,172.5,111,151
428,303.5,172.5,111,151
429,303.5,172.5,111,151
430,302.5,172.5,112,151
431,302.5,172.5,112,151
432,302.5,172.5,112,151
433,302.5,172.5,112,151
434,302.5,172.5,112,151
435,302.5,173.5,112,150
436,301.5,173.5,113,150
437,301.5,173.5,113,150
438,301.5,173.5,113,150
439,301.5,173.5,113,150
440,301.5,173.5,113,150
441,301.5,173.5,113,150
442,302.5,174.5,112,149
443,303.5,177.5,111,146
444,305.5,180.5,109,143
445,305.5,186.5,109,137
446,296.5,191.5,118,132
447,292.5,192.5,122,131
448,288.5,193.5,126,135
449,287.5,193.5,127,135
450,287.5,193.5,127,135
451,287.5,194.5,127,134
452,287.5,193.5,127,136
453,288.5,193.5,126,136
454,289.5,193.5,125,136
455,289.5,194.5,125,135
456,289.5,195.5,125,134
457,289.5,195.5,125,134
458,287.5,195.5,129,134
459,281.5,192.5,131,137
460,268.5,191.5,136,138
461,255.5,191.5,150,139
462,235.5,194.5,173,136
463,226.5,199.5,185,131
464,224.5,202.5,188,131
465,217.5,206.5,197,127
466,211.5,206.5,203,127
467,209.5,206.5,206,127
468,209.5,206.5,207,127
469,209.5,205.5,206,128
470,210.5,205.5,205,129
471,209.5,204.5,206,130
472,209.5,204.5,206,130
473,208.5,205.5,207,129
474,208.5,205.5,207,129
475,208.5,205.5,207,129
476,206.5,206.5,210,128
477,205.5,207.5,211,127
478,201.5,207.5,216,127
479,195.5,207.5,223,127
480,183.5,204.5,239,126
481,176.5,205.5,248,118
482,165.5,207.5,264,124
483,161.5,207.5,270,120
484,162.5,204.5,270,123
485,165.5,199.5,268,128
486,169.5,196.5,265,131
487,170.5,196.5,265,131
488,172.5,195.5,264,140
489,175.5,194.5,263,141
490,178.5,193.5,262,142
491,179.5,193.5,264,142
492,177.5,197.5,268,138
493,172.5,201.5,270,134
494,170.5,201.5,270,134
495,168.5,199.5,272,136
496,168.5,199.5,272,136
497,168.5,198.5,288,138
498,168.5,199.5,288,137
499,168.5,197.5,269,138
500,168.5,196.5,267,139
501,168.5,196.5,264,139
502,170.5,195.5,244,139
503,169.5,193.5,232,140
504,169.5,193.5,228,138
505,174.5,194.5,216,137
506,181.5,198.5,208,133
507,184.5,199.5,205,132
508,187.5,200.5,202,131
509,188.5,199.5,201,132
510,189.5,198.5,200,133
511,188.5,199.5,201,132
512,190.5,199.5,199,132
513,190.5,199.5,199,132
514,191.5,200.5,198,131
515,189.5,200.5,200,131
516,189.5,200.5,200,131
517,189.5,201.5,200,130
518,189.5,200.5,200,131
519,190.5,202.5,199,129
520,189.5,203.5,200,128
521,189.5,203.5,200,128
522,189.5,203.5,200,128
523,189.5,203.5,200,128
524,189.5,203.5,200,128
525,191.5,198.5,210,133
526,192.5,196.5,204,135
527,191.5,198.5,204,133
528,188.5,201.5,208,129
529,187.5,201.5,208,130
530,186.5,201.5,209,130
531,187.5,201.5,208,130
532,187.5,201.5,208,130
533,188.5,200.5,208,131
534,189.5,197.5,220,134
535,190.5,194.5,216,137
536,189.5,201.5,215,130
537,187.5,202.5,218,129
538,184.5,202.5,210,129
539,183.5,203.5,211,128
540,184.5,202.5,222,129
541,183.5,202.5,223,129
542,184.5,201.5,211,130
543,184.5,201.5,211,130
544,185.5,201.5,210,130
545,185.5,197.5,229,134
546,185.5,195.5,237,136
547,185.5,196.5,242,135
548,186.5,199.5,249,132
549,185.5,200.5,221,131
550,185.5,200.5,221,131
551,185.5,200.5,221,131
552,185.5,200.5,221,131
553,185.5,199.5,221,132
554,184.5,199.5,222,132
555,183.5,199.5,224,132
556,185.5,199.5,222,132
557,185.5,199.5,224,132
558,184.5,195.5,228,136
559,185.5,199.5,218,132
560,183.5,202.5,216,129
561,181.5,203.5,217,128
562,181.5,203.5,217,128
563,182.5,204.5,215,127
564,182.5,204.5,215,127
565,182.5,203.5,216,128
566,183.5,203.5,216,128
567,184.5,203.5,218,128
568,184.5,200.5,222,131
569,186.5,203.5,219,128
570,183.5,203.5,225,128
571,182.5,203.5,226,128
572,181.5,204.5,226,127
573,181.5,205.5,227,126
574,180.5,205.5,228,126
575,180.5,206.5,226,125
576,180.5,206.5,222,125
577,180.5,206.5,221,125
578,179.5,207.5,219,124
579,177.5,206.5,221,125
580,177.5,205.5,220,126
581,178.5,205.5,221,126
582,179.5,204.5,223,127
583,178.5,204.5,221,127
584,178.5,204.5,221,127
585,178.5,204.5,219,127
586,178.5,204.5,228,130
587,178.5,204.5,228,130
588,178.5,204.5,219,127
589,178.5,204.5,219,127
590,177.5,204.5,220,127
591,178.5,204.5,219,127
592,177.5,204.5,219,127
593,178.5,204.5,219,127
594,178.5,204.5,219,127
595,178.5,204.5,219,127
596,178.5,204.5,219,127
597,178.5,204.5,219,127
598,178.5,205.5,220,126
599,179.5,205.5,221,126
600,180.5,205.5,224,126
601,177.5,206.5,228,125
602,168.5,207.5,237,124
603,168.5,207.5,237,124
604,168.5,207.5,237,124
605,169.5,207.5,236,124
606,168.5,207.5,237,124
607,169.5,207.5,236,124
608,169.5,206.5,236,125
609,169.5,206.5,236,125
610,169.5,206.5,236,125
611,169.5,206.5,236,125
612,169.5,206.5,235,125
613,169.5,206.5,235,125
614,169.5,207.5,235,124
615,168.5,207.5,237,124
616,168.5,207.5,237,124
617,167.5,207.5,239,124
618,164.5,208.5,248,123
619,160.5,207.5,252,124
620,151.5,206.5,263,125
621,147.5,206.5,263,125
622,145.5,204.5,260,127
623,147.5,205.5,259,126
624,150.5,205.5,256,126
625,152.5,205.5,255,126
626,153.5,206.5,254,125
627,154.5,206.5,253,125
628,155.5,206.5,253,125
629,155.5,206.5,252,125
630,154.5,206.5,253,125
631,155.5,206.5,252,125
632,157.5,206.5,249,125
633,159.5,207.5,244,124
634,163.5,207.5,237,124
635,166.5,206.5,229,125
636,171.5,206.5,223,125
637,172.5,206.5,222,125
638,174.5,207.5,220,124
639,174.5,207.5,221,124
640,173.5,207.5,222,124
641,173.5,206.5,222,125
642,173.5,206.5,222,125
643,174.5,206.5,221,125
644,174.5,206.5,221,125
645,175.5,206.5,220,125
646,175.5,206.5,220,125
647,176.5,206.5,220,125
648,176.5,207.5,222,124
649,179.5,207.5,220,124
650,183.5,207.5,218,124
651,183.5,207.5,220,124
652,181.5,207.5,225,124
653,181.5,207.5,227,124
654,182.5,207.5,228,124
655,182.5,207.5,232,127
656,184.5,208.5,228,126
657,182.5,207.5,227,127
658,183.5,204.5,223,127
659,184.5,205.5,219,126
660,183.5,205.5,217,126
661,182.5,206.5,218,125
662,182.5,206.5,216,125
663,181.5,206.5,216,125
664,180.5,207.5,217,124
665,182.5,207.5,215,124
666,181.5,207.5,217,124
667,181.5,207.5,217,124
668,181.5,206.5,215,125
669,181.5,206.5,215,125
670,180.5,207.5,214,124
671,180.5,207.5,214,124
672,183.5,206.5,210,125
673,184.5,205.5,209,126
674,184.5,205.5,209,126
675,183.5,205.5,210,126
676,183.5,205.5,210,126
677,183.5,205.5,210,126
678,184.5,205.5,209,126
679,184.5,205.5,209,126
680,184.5,205.5,209,126
681,184.5,205.5,209,126
682,184.5,205.5,209,126
683,184.5,205.5,209,126
684,185.5,205.5,208,126
685,184.5,205.5,209,126
686,184.5,205.5,209,126
687,184.5,205.5,209,126
688,184.5,205.5,209,126
689,185.5,205.5,208,126
690,184.5,206.5,209,125
691,184.5,206.5,209,125
692,184.5,205.5,209,126
693,185.5,205.5,209,126
694,185.5,206.5,212,125
695,183.5,206.5,215,125
696,175.5,206.5,220,125
697,172.5,206.5,222,125
698,174.5,206.5,220,125
699,178.5,206.5,216,125
700,178.5,206.5,216,125
701,178.5,206.5,216,125
702,179.5,206.5,215,125
703,179.5,206.5,215,125
704,179.5,206.5,215,125
705,179.5,206.5,215,125
706,180.5,206.5,214,125
707,179.5,206.5,215,125
708,180.5,206.5,214,125
709,180.5,206.5,214,125
