frames,x1,y1,w,h
131,114.5,83.5,106,72
132,115.5,83.5,104,77
133,118.5,83.5,101,78
134,118.5,83.5,101,79
135,119.5,83.5,101,79
136,120.5,83.5,102,78
137,122.5,85.5,103,73
138,122.5,86.5,106,64
139,123.5,87.5,106,49
140,124.5,63.5,108,57
141,126.5,43.5,106,62
142,125.5,31.5,107,74
143,127.5,27.5,105,81
144,130.5,27.5,101,83
145,132.5,30.5,101,83
146,133.5,32.5,103,83
147,134.5,35.5,106,83
148,137.5,41.5,108,80
149,138.5,55.5,113,80
150,138.5,75.5,119,85
151,140.5,101.5,120,81
152,141.5,120.5,112,80
153,142.5,124.5,123,88
154,143.5,127.5,121,91
155,146.5,129.5,118,91
156,146.5,132.5,120,91
157,148.5,135.5,121,91
158,148.5,137.5,125,93
159,150.5,139.5,127,93
160,150.5,133.5,130,95
161,151.5,111.5,131,106
162,152.5,88.5,128,113
163,152.5,73.5,124,109
164,154.5,67.5,118,100
165,154.5,67.5,115,88
166,155.5,69.5,112,86
167,156.5,69.5,112,86
168,158.5,68.5,112,87
169,160.5,66.5,115,89
170,162.5,67.5,120,100
171,163.5,74.5,126,104
172,166.5,92.5,131,105
173,170.5,119.5,132,96
174,173.5,144.5,128,84
175,178.5,143.5,131,92
176,182.5,143.5,127,95
177,186.5,144.5,125,94
178,190.5,143.5,125,95
179,194.5,143.5,125,95
180,197.5,143.5,128,93
181,199.5,143.5,133,86
182,203.5,143.5,137,74
183,206.5,143.5,136,54
184,209.5,117.5,136,57
185,211.5,94.5,134,64
186,214.5,78.5,129,79
187,216.5,70.5,125,87
188,217.5,66.5,123,91
189,219.5,65.5,122,92
190,220.5,68.5,124,89
191,220.5,75.5,128,82
192,220.5,92.5,133,65
193,220.5,118.5,137,39
194,221.5,142.5,136,16
195,221.5,145.5,136,44
196,221.5,146.5,131,71
197,221.5,148.5,126,85
198,222.5,149.5,119,91
199,222.5,151.5,115,92
200,222.5,153.5,114,91
201,222.5,156.5,114,91
202,222.5,159.5,117,91
203,221.5,161.5,121,91
204,222.5,164.5,126,86
205,221.5,153.5,131,88
206,221.5,131.5,134,94
207,221.5,113.5,135,91
208,221.5,102.5,133,85
209,221.5,97.5,133,93
210,221.5,98.5,132,95
211,221.5,100.5,131,104
212,221.5,103.5,132,104
213,221.5,106.5,112,95
214,221.5,112.5,134,108
215,221.5,123.5,136,126
216,221.5,138.5,128,136
217,221.5,158.5,124,130
218,222.5,179.5,117,114
219,223.5,198.5,110,91
220,223.5,204.5,107,77
221,223.5,205.5,105,70
222,223.5,206.5,104,66
223,223.5,207.5,104,69
224,223.5,207.5,106,77
225,222.5,199.5,109,94
226,219.5,182.5,115,117
227,218.5,162.5,119,137
228,214.5,144.5,125,145
229,210.5,130.5,128,139
230,207.5,123.5,127,120
231,202.5,120.5,127,104
232,196.5,119.5,126,93
233,193.5,117.5,124,92
234,188.5,114.5,123,93
235,184.5,112.5,108,93
236,178.5,114.5,121,101
237,173.5,123.5,120,112
238,168.5,138.5,119,114
239,163.5,158.5,117,107
240,160.5,171.5,114,98
241,156.5,179.5,112,89
242,153.5,177.5,108,85
243,148.5,175.5,108,82
244,146.5,173.5,106,81
245,142.5,171.5,108,83
246,138.5,169.5,109,86
247,135.5,168.5,110,87
248,131.5,167.5,112,81
249,128.5,155.5,113,78
250,125.5,135.5,113,74
251,124.5,115.5,113,69
